ch,txt,tokens,ch_len
59,  A Sensible Guide     In governing people and serving nature  nothing is better than conserving      In general  only conserving     deserves to be called early readiness      Early readiness  call it emphasizing accumulating virtuosity      If one emphasizes accumulating virtuosity then there is nothing one cannot conquer          If there is nothing one cannot conquer  no one knows one's limit      Those of whom no one knows their limits     may take states      The mother of taking states     is able to endure      This is called the deep root and inherent base     Of the guide to long life and enduring vision     ,"['A', 'Sensible', 'Guide', 'In', 'governing', 'people', 'and', 'serving', 'nature', 'nothing', 'is', 'better', 'than', 'conserving', 'In', 'general', 'only', 'conserving', 'deserves', 'to', 'be', 'called', 'early', 'readiness', 'Early', 'readiness', 'call', 'it', 'emphasizing', 'accumulating', 'virtuosity', 'If', 'one', 'emphasizes', 'accumulating', 'virtuosity', 'then', 'there', 'is', 'nothing', 'one', 'can', 'not', 'conquer', 'If', 'there', 'is', 'nothing', 'one', 'can', 'not', 'conquer', 'no', 'one', 'knows', 'one', ""'s"", 'limit', 'Those', 'of', 'whom', 'no', 'one', 'knows', 'their', 'limits', 'may', 'take', 'states', 'The', 'mother', 'of', 'taking', 'states', 'is', 'able', 'to', 'endure', 'This', 'is', 'called', 'the', 'deep', 'root', 'and', 'inherent', 'base', 'Of', 'the', 'guide', 'to', 'long', 'life', 'and', 'enduring', 'vision']",96
60,  Skill at Ruling     Ruling a large state     Is like grilling a small bit of fresh food      Using a guide to manage the social world     Its ghost does not energize      If it is not that its ghost does not energize      Its energy does not harm humans      If it is not that its energy does not harm humanity      Sages also do not harm humans      In general  when both of these do not mutually harm      Then virtuosity exchanges and returns in it     ,"['Skill', 'at', 'Ruling', 'Ruling', 'a', 'large', 'state', 'Is', 'like', 'grilling', 'a', 'small', 'bit', 'of', 'fresh', 'food', 'Using', 'a', 'guide', 'to', 'manage', 'the', 'social', 'world', 'Its', 'ghost', 'does', 'not', 'energize', 'If', 'it', 'is', 'not', 'that', 'its', 'ghost', 'does', 'not', 'energize', 'Its', 'energy', 'does', 'not', 'harm', 'humans', 'If', 'it', 'is', 'not', 'that', 'its', 'energy', 'does', 'not', 'harm', 'humanity', 'Sages', 'also', 'do', 'not', 'harm', 'humans', 'In', 'general', 'when', 'both', 'of', 'these', 'do', 'not', 'mutually', 'harm', 'Then', 'virtuosity', 'exchanges', 'and', 'returns', 'in', 'it']",79
61,  Virtuosity at Using 'Beneath'     Those which are great states flow downward      The interchanges in the social world      The female of the social world      The female constants using stillness  She conquer the male     using stillness to act out 'beneath'      Hence if great states use 'beneath' on small states      then they take small states      If small states use 'beneath' on great states      then they take great states      Hence some 'beneath' in order to take      some 'beneath' and then take      Great states simply desire universally domesticating people      Small states simply desire serving people      So of the two  each gets what it wants      The great fittingly deems 'beneath'     ,"['Virtuosity', 'at', 'Using', ""'Beneath"", ""'"", 'Those', 'which', 'are', 'great', 'states', 'flow', 'downward', 'The', 'interchanges', 'in', 'the', 'social', 'world', 'The', 'female', 'of', 'the', 'social', 'world', 'The', 'female', 'constants', 'using', 'stillness', 'She', 'conquer', 'the', 'male', 'using', 'stillness', 'to', 'act', 'out', ""'beneath"", ""'"", 'Hence', 'if', 'great', 'states', 'use', ""'beneath"", ""'"", 'on', 'small', 'states', 'then', 'they', 'take', 'small', 'states', 'If', 'small', 'states', 'use', ""'beneath"", ""'"", 'on', 'great', 'states', 'then', 'they', 'take', 'great', 'states', 'Hence', 'some', ""'beneath"", ""'"", 'in', 'order', 'to', 'take', 'some', ""'beneath"", ""'"", 'and', 'then', 'take', 'Great', 'states', 'simply', 'desire', 'universally', 'domesticating', 'people', 'Small', 'states', 'simply', 'desire', 'serving', 'people', 'So', 'of', 'the', 'two', 'each', 'gets', 'what', 'it', 'wants', 'The', 'great', 'fittingly', 'deems', ""'beneath"", ""'""]",111
62,  Construing a Guide     A guide is a mystery among the ten thousand natural kinds      A treasure to worthy people      That which non worthy people sustain      Beautiful language can be marketed      Respectful behavior can augment humanness      Those who are not worthy  what abandonment is there      Hence  set up the master of nature and establish the three dukes      Although one presents jade followed by a team of horses     It is not as good as sitting and promoting this guide      That which ancient times treated as valuable was guidance      How can we not say  with seeking you get to have it  with wrongdoing avoid unorthodoxy           Hence construe the social world's value     ,"['Construing', 'a', 'Guide', 'A', 'guide', 'is', 'a', 'mystery', 'among', 'the', 'ten', 'thousand', 'natural', 'kinds', 'A', 'treasure', 'to', 'worthy', 'people', 'That', 'which', 'non', 'worthy', 'people', 'sustain', 'Beautiful', 'language', 'can', 'be', 'marketed', 'Respectful', 'behavior', 'can', 'augment', 'humanness', 'Those', 'who', 'are', 'not', 'worthy', 'what', 'abandonment', 'is', 'there', 'Hence', 'set', 'up', 'the', 'master', 'of', 'nature', 'and', 'establish', 'the', 'three', 'dukes', 'Although', 'one', 'presents', 'jade', 'followed', 'by', 'a', 'team', 'of', 'horses', 'It', 'is', 'not', 'as', 'good', 'as', 'sitting', 'and', 'promoting', 'this', 'guide', 'That', 'which', 'ancient', 'times', 'treated', 'as', 'valuable', 'was', 'guidance', 'How', 'can', 'we', 'not', 'say', 'with', 'seeking', 'you', 'get', 'to', 'have', 'it', 'with', 'wrongdoing', 'avoid', 'unorthodoxy', 'Hence', 'construe', 'the', 'social', 'world', ""'s"", 'value']",109
63,  Origins in Reversal     Treat lacking deem action as 'deem acting'      Treat having no social affair as 'social affair'      Treat the absence of flavor as 'flavor'      'Great' the small  'many' the few      Use virtuosity in dealing with moral anger      Plan the difficult in its easy phases      Deem act on the great in its small phases      The difficult affairs of the social world start with something easy      The great affairs of the social world start with something small      Using this  Sages  to the end  do not deem act on it as 'great' and so are able     to accomplish its greatness      In general  light assent necessarily diminishes trust      Much ease then necessarily much difficulty      Using this  Sages make it even more difficult      So in the end they have no difficulty     ,"['Origins', 'in', 'Reversal', 'Treat', 'lacking', 'deem', 'action', 'as', ""'deem"", 'acting', ""'"", 'Treat', 'having', 'no', 'social', 'affair', 'as', ""'social"", 'affair', ""'"", 'Treat', 'the', 'absence', 'of', 'flavor', 'as', ""'flavor"", ""'"", ""'Great"", ""'"", 'the', 'small', ""'many"", ""'"", 'the', 'few', 'Use', 'virtuosity', 'in', 'dealing', 'with', 'moral', 'anger', 'Plan', 'the', 'difficult', 'in', 'its', 'easy', 'phases', 'Deem', 'act', 'on', 'the', 'great', 'in', 'its', 'small', 'phases', 'The', 'difficult', 'affairs', 'of', 'the', 'social', 'world', 'start', 'with', 'something', 'easy', 'The', 'great', 'affairs', 'of', 'the', 'social', 'world', 'start', 'with', 'something', 'small', 'Using', 'this', 'Sages', 'to', 'the', 'end', 'do', 'not', 'deem', 'act', 'on', 'it', 'as', ""'great"", ""'"", 'and', 'so', 'are', 'able', 'to', 'accomplish', 'its', 'greatness', 'In', 'general', 'light', 'assent', 'necessarily', 'diminishes', 'trust', 'Much', 'ease', 'then', 'necessarily', 'much', 'difficulty', 'Using', 'this', 'Sages', 'make', 'it', 'even', 'more', 'difficult', 'So', 'in', 'the', 'end', 'they', 'have', 'no', 'difficulty']",133
64,  Dealing with the Small      It is easy to sustain a situation when it is pacified      It is easy to plan when it doesn't yet show signs of danger      It is easy to dissolve what is crisp  easy to disperse what is minute      Deem act on it in its not yet exist phase  order it in its not yet disordered     phase      An armful of wood arises from small sprouts  nine story towers start from a     pile of earth      A thousand league walk starts with putting the foot down      Those who deem act wreck it  those who grasp lose it      Using this  Sages lack deeming action  hence they lack wrecking  lack grasping     hence lack losing      The people in pursuing social affairs take the phase of nearly completed as     constant and then wreck it      If you are as careful at the end as in the beginning then you will lack wrecking     things      Using this  Sages treat not desiring as a desire and don't value goods difficult     to obtain      Study not studying and restore what the crowd of humanity has passed by      Use restoring the self so nature of the ten thousand natural kinds and don't     recklessly deem act     ,"['Dealing', 'with', 'the', 'Small', 'It', 'is', 'easy', 'to', 'sustain', 'a', 'situation', 'when', 'it', 'is', 'pacified', 'It', 'is', 'easy', 'to', 'plan', 'when', 'it', 'does', ""n't"", 'yet', 'show', 'signs', 'of', 'danger', 'It', 'is', 'easy', 'to', 'dissolve', 'what', 'is', 'crisp', 'easy', 'to', 'disperse', 'what', 'is', 'minute', 'Deem', 'act', 'on', 'it', 'in', 'its', 'not', 'yet', 'exist', 'phase', 'order', 'it', 'in', 'its', 'not', 'yet', 'disordered', 'phase', 'An', 'armful', 'of', 'wood', 'arises', 'from', 'small', 'sprouts', 'nine', 'story', 'towers', 'start', 'from', 'a', 'pile', 'of', 'earth', 'A', 'thousand', 'league', 'walk', 'starts', 'with', 'putting', 'the', 'foot', 'down', 'Those', 'who', 'deem', 'act', 'wreck', 'it', 'those', 'who', 'grasp', 'lose', 'it', 'Using', 'this', 'Sages', 'lack', 'deeming', 'action', 'hence', 'they', 'lack', 'wrecking', 'lack', 'grasping', 'hence', 'lack', 'losing', 'The', 'people', 'in', 'pursuing', 'social', 'affairs', 'take', 'the', 'phase', 'of', 'nearly', 'completed', 'as', 'constant', 'and', 'then', 'wreck', 'it', 'If', 'you', 'are', 'as', 'careful', 'at', 'the', 'end', 'as', 'in', 'the', 'beginning', 'then', 'you', 'will', 'lack', 'wrecking', 'things', 'Using', 'this', 'Sages', 'treat', 'not', 'desiring', 'as', 'a', 'desire', 'and', 'do', ""n't"", 'value', 'goods', 'difficult', 'to', 'obtain', 'Study', 'not', 'studying', 'and', 'restore', 'what', 'the', 'crowd', 'of', 'humanity', 'has', 'passed', 'by', 'Use', 'restoring', 'the', 'self', 'so', 'nature', 'of', 'the', 'ten', 'thousand', 'natural', 'kinds', 'and', 'do', ""n't"", 'recklessly', 'deem', 'act']",198
65,  Unlearned Virtuosity     Those in ancient times who were good at deem acting on a guide     Did not to use it to make the people discerning but to make them stupid      People's being hard to govern comes from their knowing how to do too much      Hence to use know how to govern a state is the thief of the state      Not to use know how to govern a state is the blessing of the state      Those who know to do these two things are also evaluated models      To treat knowing to follow evaluated models as constant      This is called obscure virtuosity      Obscure virtuosity becomes deep  Becomes distant      Becomes the reversal of natural kinds      After it is so  then it achieves great flow     ,"['Unlearned', 'Virtuosity', 'Those', 'in', 'ancient', 'times', 'who', 'were', 'good', 'at', 'deem', 'acting', 'on', 'a', 'guide', 'Did', 'not', 'to', 'use', 'it', 'to', 'make', 'the', 'people', 'discerning', 'but', 'to', 'make', 'them', 'stupid', 'People', ""'s"", 'being', 'hard', 'to', 'govern', 'comes', 'from', 'their', 'knowing', 'how', 'to', 'do', 'too', 'much', 'Hence', 'to', 'use', 'know', 'how', 'to', 'govern', 'a', 'state', 'is', 'the', 'thief', 'of', 'the', 'state', 'Not', 'to', 'use', 'know', 'how', 'to', 'govern', 'a', 'state', 'is', 'the', 'blessing', 'of', 'the', 'state', 'Those', 'who', 'know', 'to', 'do', 'these', 'two', 'things', 'are', 'also', 'evaluated', 'models', 'To', 'treat', 'knowing', 'to', 'follow', 'evaluated', 'models', 'as', 'constant', 'This', 'is', 'called', 'obscure', 'virtuosity', 'Obscure', 'virtuosity', 'becomes', 'deep', 'Becomes', 'distant', 'Becomes', 'the', 'reversal', 'of', 'natural', 'kinds', 'After', 'it', 'is', 'so', 'then', 'it', 'achieves', 'great', 'flow']",122
66,  Strategic Reversal     The reason rivers and oceans can deem act as kings of a hundred valleys      Is that they are good at lowering them      Hence they are able to deem act as king of a hundred valleys      Using this  if you desire to elevate the people  you must use language to diminish     them      If you desire to place the people first  you must treat them as less than your     body      Using this  Sages occupy the upper position and the people are not important          Occupy the prior position and the people are not harmed      Using this  the social world happily promotes and does not resent      It's because he does not dispute      So in the social world  nothing disputes with him     ,"['Strategic', 'Reversal', 'The', 'reason', 'rivers', 'and', 'oceans', 'can', 'deem', 'act', 'as', 'kings', 'of', 'a', 'hundred', 'valleys', 'Is', 'that', 'they', 'are', 'good', 'at', 'lowering', 'them', 'Hence', 'they', 'are', 'able', 'to', 'deem', 'act', 'as', 'king', 'of', 'a', 'hundred', 'valleys', 'Using', 'this', 'if', 'you', 'desire', 'to', 'elevate', 'the', 'people', 'you', 'must', 'use', 'language', 'to', 'diminish', 'them', 'If', 'you', 'desire', 'to', 'place', 'the', 'people', 'first', 'you', 'must', 'treat', 'them', 'as', 'less', 'than', 'your', 'body', 'Using', 'this', 'Sages', 'occupy', 'the', 'upper', 'position', 'and', 'the', 'people', 'are', 'not', 'important', 'Occupy', 'the', 'prior', 'position', 'and', 'the', 'people', 'are', 'not', 'harmed', 'Using', 'this', 'the', 'social', 'world', 'happily', 'promotes', 'and', 'does', 'not', 'resent', 'It', ""'s"", 'because', 'he', 'does', 'not', 'dispute', 'So', 'in', 'the', 'social', 'world', 'nothing', 'disputes', 'with', 'him']",120
67,  Three Treasures     Everyone in the social world calls my guide 'great'     It's like not resembling      In general only being great hence like not resembling      If it resembled  it would long since have been small      I have three treasures  I grasp and preserve them      The first is called 'charity' the second 'frugality' and the third not presuming     to deem act coming before the social world      Charity  hence one can be brave      Frugal  hence one can be magnanimous      Not presuming to deem act coming before the social world  hence one can to fulfill     the artifactual role of an elder      Moderns abandon charity and are still brave      Abandon frugality and are still liberal      Abandon following and still put themselves in front      Dead already      Using charity in battle  one is victorious      If involved in preserving then inherent nature will save it  Use charity to     defend it     ,"['Three', 'Treasures', 'Everyone', 'in', 'the', 'social', 'world', 'calls', 'my', 'guide', ""'great"", ""'"", 'It', ""'s"", 'like', 'not', 'resembling', 'In', 'general', 'only', 'being', 'great', 'hence', 'like', 'not', 'resembling', 'If', 'it', 'resembled', 'it', 'would', 'long', 'since', 'have', 'been', 'small', 'I', 'have', 'three', 'treasures', 'I', 'grasp', 'and', 'preserve', 'them', 'The', 'first', 'is', 'called', ""'charity"", ""'"", 'the', 'second', ""'frugality"", ""'"", 'and', 'the', 'third', 'not', 'presuming', 'to', 'deem', 'act', 'coming', 'before', 'the', 'social', 'world', 'Charity', 'hence', 'one', 'can', 'be', 'brave', 'Frugal', 'hence', 'one', 'can', 'be', 'magnanimous', 'Not', 'presuming', 'to', 'deem', 'act', 'coming', 'before', 'the', 'social', 'world', 'hence', 'one', 'can', 'to', 'fulfill', 'the', 'artifactual', 'role', 'of', 'an', 'elder', 'Moderns', 'abandon', 'charity', 'and', 'are', 'still', 'brave', 'Abandon', 'frugality', 'and', 'are', 'still', 'liberal', 'Abandon', 'following', 'and', 'still', 'put', 'themselves', 'in', 'front', 'Dead', 'already', 'Using', 'charity', 'in', 'battle', 'one', 'is', 'victorious', 'If', 'involved', 'in', 'preserving', 'then', 'inherent', 'nature', 'will', 'save', 'it', 'Use', 'charity', 'to', 'defend', 'it']",146
68,  Coinciding with Nature     Those who are good champions don't battle      Those who are good at war don't get angry      Those who are good at defeating the enemy don't engage them      Those who are good at using people deem it as a something beneath them      This is called virtuosity at not contending      This is called the power of using people      This is called on a par with nature  the apex of antiquity     ,"['Coinciding', 'with', 'Nature', 'Those', 'who', 'are', 'good', 'champions', 'do', ""n't"", 'battle', 'Those', 'who', 'are', 'good', 'at', 'war', 'do', ""n't"", 'get', 'angry', 'Those', 'who', 'are', 'good', 'at', 'defeating', 'the', 'enemy', 'do', ""n't"", 'engage', 'them', 'Those', 'who', 'are', 'good', 'at', 'using', 'people', 'deem', 'it', 'as', 'a', 'something', 'beneath', 'them', 'This', 'is', 'called', 'virtuosity', 'at', 'not', 'contending', 'This', 'is', 'called', 'the', 'power', 'of', 'using', 'people', 'This', 'is', 'called', 'on', 'a', 'par', 'with', 'nature', 'the', 'apex', 'of', 'antiquity']",74
69,  Profound Use     There are slogans for using armies       I don't presume to deem act as lord and deem act as guest      Don't presume to advance an inch and withdraw a foot       This is called  carrying out not carrying out      Bearing non existent arms      Throwing against non existent enemies      Controlling non existing armies       No disaster is greater than taking an enemy lightly      Taking an enemy lightly almost brings my treasures to grief      Inherently  opposing armies strengthen each other      Grieving then wins     ,"['Profound', 'Use', 'There', 'are', 'slogans', 'for', 'using', 'armies', 'I', 'do', ""n't"", 'presume', 'to', 'deem', 'act', 'as', 'lord', 'and', 'deem', 'act', 'as', 'guest', 'Do', ""n't"", 'presume', 'to', 'advance', 'an', 'inch', 'and', 'withdraw', 'a', 'foot', 'This', 'is', 'called', 'carrying', 'out', 'not', 'carrying', 'out', 'Bearing', 'non', 'existent', 'arms', 'Throwing', 'against', 'non', 'existent', 'enemies', 'Controlling', 'non', 'existing', 'armies', 'No', 'disaster', 'is', 'greater', 'than', 'taking', 'an', 'enemy', 'lightly', 'Taking', 'an', 'enemy', 'lightly', 'almost', 'brings', 'my', 'treasures', 'to', 'grief', 'Inherently', 'opposing', 'armies', 'strengthen', 'each', 'other', 'Grieving', 'then', 'wins']",82
70,  Difficulty in Knowing How     My words are profoundly easy to know      Profoundly easy to perform      In the social world none are able to know or to perform      Language has an ancestor and social affairs have a ruler      In general only lacking know how  this counts as my know how      If those who know me are rare then things of mine are valuable      Using this  Sages wrap precious jade in burlap     ,"['Difficulty', 'in', 'Knowing', 'How', 'My', 'words', 'are', 'profoundly', 'easy', 'to', 'know', 'Profoundly', 'easy', 'to', 'perform', 'In', 'the', 'social', 'world', 'none', 'are', 'able', 'to', 'know', 'or', 'to', 'perform', 'Language', 'has', 'an', 'ancestor', 'and', 'social', 'affairs', 'have', 'a', 'ruler', 'In', 'general', 'only', 'lacking', 'know', 'how', 'this', 'counts', 'as', 'my', 'know', 'how', 'If', 'those', 'who', 'know', 'me', 'are', 'rare', 'then', 'things', 'of', 'mine', 'are', 'valuable', 'Using', 'this', 'Sages', 'wrap', 'precious', 'jade', 'in', 'burlap']",70
71,  Know how as a disease     Knowing not to know is better      Not knowing to know is a defect      In general  in only 'defecting' defects  using this is not to 'defect '     Sages do not 'defect' because they 'defect' defects      For this reason they do not 'defect '    ,"['Know', 'how', 'as', 'a', 'disease', 'Knowing', 'not', 'to', 'know', 'is', 'better', 'Not', 'knowing', 'to', 'know', 'is', 'a', 'defect', 'In', 'general', 'in', 'only', ""'defecting"", ""'"", 'defects', 'using', 'this', 'is', 'not', 'to', ""'defect"", ""'"", 'Sages', 'do', 'not', ""'defect"", ""'"", 'because', 'they', ""'defect"", ""'"", 'defects', 'For', 'this', 'reason', 'they', 'do', 'not', ""'defect"", ""'""]",50
72,  Self love     If the people do not fear authority then great authority has arrived      Don't toy around with things they are at home with      Don't despise things that contribute to their livelihood      In general  only if you don't despise  them   using this  they  will not despise      you       Using this  Sages start from what they know to do not from what they see      Start from love not from value      So they choose this and reject that     ,"['Self', 'love', 'If', 'the', 'people', 'do', 'not', 'fear', 'authority', 'then', 'great', 'authority', 'has', 'arrived', 'Do', ""n't"", 'toy', 'around', 'with', 'things', 'they', 'are', 'at', 'home', 'with', 'Do', ""n't"", 'despise', 'things', 'that', 'contribute', 'to', 'their', 'livelihood', 'In', 'general', 'only', 'if', 'you', 'do', ""n't"", 'despise', 'them', 'using', 'this', 'they', 'will', 'not', 'despise', 'you', 'Using', 'this', 'Sages', 'start', 'from', 'what', 'they', 'know', 'to', 'do', 'not', 'from', 'what', 'they', 'see', 'Start', 'from', 'love', 'not', 'from', 'value', 'So', 'they', 'choose', 'this', 'and', 'reject', 'that']",78
73,  Employing Deeming     If one is courageously presumptuous  then  killing      If one is courageously non presumptuous  then  living      These pairings   one benefits  one harms      That which nature despises  who knows its cause      Using this  sages make it even more difficult      The natural guide does not contend and yet is good at winning      Does not discourse and yet skillfully responds      Does not call and yet comes of itself      Insensate and yet good at planning      The natural net is all encompassing      It is loose and yet nothing is lost     ,"['Employing', 'Deeming', 'If', 'one', 'is', 'courageously', 'presumptuous', 'then', 'killing', 'If', 'one', 'is', 'courageously', 'non', 'presumptuous', 'then', 'living', 'These', 'pairings', 'one', 'benefits', 'one', 'harms', 'That', 'which', 'nature', 'despises', 'who', 'knows', 'its', 'cause', 'Using', 'this', 'sages', 'make', 'it', 'even', 'more', 'difficult', 'The', 'natural', 'guide', 'does', 'not', 'contend', 'and', 'yet', 'is', 'good', 'at', 'winning', 'Does', 'not', 'discourse', 'and', 'yet', 'skillfully', 'responds', 'Does', 'not', 'call', 'and', 'yet', 'comes', 'of', 'itself', 'Insensate', 'and', 'yet', 'good', 'at', 'planning', 'The', 'natural', 'net', 'is', 'all', 'encompassing', 'It', 'is', 'loose', 'and', 'yet', 'nothing', 'is', 'lost']",86
74,  Controlling Feelings     When the people are not afraid off death     For what reason would you use death to frighten them      If you cause the people to constant fear of death     And yet those who deem  act deviantly  we take  hold and kill them      who will dare do it      Should we constant having a professional executor do the killing      To delegate a professional executor for killing      Is this called  delegating the great carpenter to chop       Those who delegate the great carpenter to chop are few      It doesn't hurt his hand   ,"['Controlling', 'Feelings', 'When', 'the', 'people', 'are', 'not', 'afraid', 'off', 'death', 'For', 'what', 'reason', 'would', 'you', 'use', 'death', 'to', 'frighten', 'them', 'If', 'you', 'cause', 'the', 'people', 'to', 'constant', 'fear', 'of', 'death', 'And', 'yet', 'those', 'who', 'deem', 'act', 'deviantly', 'we', 'take', 'hold', 'and', 'kill', 'them', 'who', 'will', 'dare', 'do', 'it', 'Should', 'we', 'constant', 'having', 'a', 'professional', 'executor', 'do', 'the', 'killing', 'To', 'delegate', 'a', 'professional', 'executor', 'for', 'killing', 'Is', 'this', 'called', 'delegating', 'the', 'great', 'carpenter', 'to', 'chop', 'Those', 'who', 'delegate', 'the', 'great', 'carpenter', 'to', 'chop', 'are', 'few', 'It', 'does', ""n't"", 'hurt', 'his', 'hand']",90
75,      The Destructiveness of Envy     Starvation among the people comes from how much taxes in kind those above them     'eat'      From this  they starve      The difficulty in governing people comes from those above them taking deeming action          From this  they are difficult to govern      People take death lightly because those above them seek life's richness      From this they take death lightly      In general  only those who don't deem act using 'life'   these are worthies     at valuing life     ,"['The', 'Destructiveness', 'of', 'Envy', 'Starvation', 'among', 'the', 'people', 'comes', 'from', 'how', 'much', 'taxes', 'in', 'kind', 'those', 'above', 'them', ""'eat"", ""'"", 'From', 'this', 'they', 'starve', 'The', 'difficulty', 'in', 'governing', 'people', 'comes', 'from', 'those', 'above', 'them', 'taking', 'deeming', 'action', 'From', 'this', 'they', 'are', 'difficult', 'to', 'govern', 'People', 'take', 'death', 'lightly', 'because', 'those', 'above', 'them', 'seek', 'life', ""'s"", 'richness', 'From', 'this', 'they', 'take', 'death', 'lightly', 'In', 'general', 'only', 'those', 'who', 'do', ""n't"", 'deem', 'act', 'using', ""'life"", ""'"", 'these', 'are', 'worthies', 'at', 'valuing', 'life']",80
76,  Strength's Warning Signs      The human living state is soft and pliable      The dead state is hard and rigid      The alive state of the ten thousand natural kinds   grass and wood  is soft     and crisp      Their dead state is hard and dry      So things that are hard and rigid accompany death      Things that are soft and pliable accompany life      So if troops are strong they do not triumph      When wood is stiff  it makes weapons      When strength is great  its place is down      When soft and pliable  its place is up     ,"['Strength', ""'s"", 'Warning', 'Signs', 'The', 'human', 'living', 'state', 'is', 'soft', 'and', 'pliable', 'The', 'dead', 'state', 'is', 'hard', 'and', 'rigid', 'The', 'alive', 'state', 'of', 'the', 'ten', 'thousand', 'natural', 'kinds', 'grass', 'and', 'wood', 'is', 'soft', 'and', 'crisp', 'Their', 'dead', 'state', 'is', 'hard', 'and', 'dry', 'So', 'things', 'that', 'are', 'hard', 'and', 'rigid', 'accompany', 'death', 'Things', 'that', 'are', 'soft', 'and', 'pliable', 'accompany', 'life', 'So', 'if', 'troops', 'are', 'strong', 'they', 'do', 'not', 'triumph', 'When', 'wood', 'is', 'stiff', 'it', 'makes', 'weapons', 'When', 'strength', 'is', 'great', 'its', 'place', 'is', 'down', 'When', 'soft', 'and', 'pliable', 'its', 'place', 'is', 'up']",91
77,  The Natural Guide     The guide of nature  Is it not like a taut bow      That which is high  represses them      That which is low  raise them up      That which has abundance  pare it back      That which is insufficient  add to it      The guide of nature is to pare back abundance and add to the insufficient      If it's the guide of humans then it's not like that      It injures that which is not sufficient and piles it on that which has abundance          Who can have abundance and use it to pile it on the social world      Only one who has a guide      Using this  Sages Deem act and don't rely on anything      His work is accomplished and he doesn't locate it      This is his not desiring the apprehending of worthies     ,"['The', 'Natural', 'Guide', 'The', 'guide', 'of', 'nature', 'Is', 'it', 'not', 'like', 'a', 'taut', 'bow', 'That', 'which', 'is', 'high', 'represses', 'them', 'That', 'which', 'is', 'low', 'raise', 'them', 'up', 'That', 'which', 'has', 'abundance', 'pare', 'it', 'back', 'That', 'which', 'is', 'insufficient', 'add', 'to', 'it', 'The', 'guide', 'of', 'nature', 'is', 'to', 'pare', 'back', 'abundance', 'and', 'add', 'to', 'the', 'insufficient', 'If', 'it', ""'s"", 'the', 'guide', 'of', 'humans', 'then', 'it', ""'s"", 'not', 'like', 'that', 'It', 'injures', 'that', 'which', 'is', 'not', 'sufficient', 'and', 'piles', 'it', 'on', 'that', 'which', 'has', 'abundance', 'Who', 'can', 'have', 'abundance', 'and', 'use', 'it', 'to', 'pile', 'it', 'on', 'the', 'social', 'world', 'Only', 'one', 'who', 'has', 'a', 'guide', 'Using', 'this', 'Sages', 'Deem', 'act', 'and', 'do', ""n't"", 'rely', 'on', 'anything', 'His', 'work', 'is', 'accomplished', 'and', 'he', 'does', ""n't"", 'locate', 'it', 'This', 'is', 'his', 'not', 'desiring', 'the', 'apprehending', 'of', 'worthies']",133
78,  Recognizing Fidelity     In the social world  nothing is softer or more pliant than water      And yet when it attacks firm  rigid things  none of them is able to win      This is due to their lacking that with which to metamorphose it      That the pliant wins over the rigid  the soft wins over the hard      In the social world  no one fails to know       Yet  no one is able to execute      Using this  Sages say   Taking the soil of a state  this is called ruler of     the world's grain alters      Taking the non auspicious state  this is being deemed the king of the social     world       Rectified language is like its opposite     ,"['Recognizing', 'Fidelity', 'In', 'the', 'social', 'world', 'nothing', 'is', 'softer', 'or', 'more', 'pliant', 'than', 'water', 'And', 'yet', 'when', 'it', 'attacks', 'firm', 'rigid', 'things', 'none', 'of', 'them', 'is', 'able', 'to', 'win', 'This', 'is', 'due', 'to', 'their', 'lacking', 'that', 'with', 'which', 'to', 'metamorphose', 'it', 'That', 'the', 'pliant', 'wins', 'over', 'the', 'rigid', 'the', 'soft', 'wins', 'over', 'the', 'hard', 'In', 'the', 'social', 'world', 'no', 'one', 'fails', 'to', 'know', 'Yet', 'no', 'one', 'is', 'able', 'to', 'execute', 'Using', 'this', 'Sages', 'say', 'Taking', 'the', 'soil', 'of', 'a', 'state', 'this', 'is', 'called', 'ruler', 'of', 'the', 'world', ""'s"", 'grain', 'alters', 'Taking', 'the', 'non', 'auspicious', 'state', 'this', 'is', 'being', 'deemed', 'the', 'king', 'of', 'the', 'social', 'world', 'Rectified', 'language', 'is', 'like', 'its', 'opposite']",111
79,  Recognizing Agreements     Settling a massive resentment     Necessarily some resentment will be left over      How can such be deemed as worth      Using this  Sages grasp the left side of the agreement      And don't demand from others      Have virtuosity in supervising agreements      Lack virtuosity in supervising taxation      The natural guide has no kin      It constants being with worthy people     ,"['Recognizing', 'Agreements', 'Settling', 'a', 'massive', 'resentment', 'Necessarily', 'some', 'resentment', 'will', 'be', 'left', 'over', 'How', 'can', 'such', 'be', 'deemed', 'as', 'worth', 'Using', 'this', 'Sages', 'grasp', 'the', 'left', 'side', 'of', 'the', 'agreement', 'And', 'do', ""n't"", 'demand', 'from', 'others', 'Have', 'virtuosity', 'in', 'supervising', 'agreements', 'Lack', 'virtuosity', 'in', 'supervising', 'taxation', 'The', 'natural', 'guide', 'has', 'no', 'kin', 'It', 'constants', 'being', 'with', 'worthy', 'people']",58
